Alternative,Subset,g1,g2,g3,g4,g5,Class
a1731,WHI,0.23,0.031,99,0.9929,10.4,Cl2
a1732,WHI,0.34,0.055,198,0.9988,9.5,Cl2
a1733,WHI,0.545,0.031,111,0.9906,11.9,Cl1
a1734,WHI,0.3,0.041,123,0.9914,11.1,Cl2
a1735,WHI,0.16,0.057,185,0.9978,9.6,Cl2
a1736,WHI,0.32,0.042,178,0.9928,12,Cl2
a1737,WHI,0.22,0.052,104,0.9948,8.7,Cl1
a1738,WHI,0.16,0.057,185,0.9978,9.6,Cl2
a1739,WHI,0.15,0.054,101,0.9946,10,Cl1
a1740,WHI,0.29,0.032,55,0.9908,11.4,Cl1
a1741,WHI,0.37,0.061,150,0.9954,9.6,Cl2
a1742,WHI,0.38,0.038,152,0.9906,12.9,Cl2
a1743,WHI,0.25,0.039,142,0.99705,9.7,Cl2
a1744,WHI,0.3,0.042,169,0.9982,9.3,Cl2
a1745,WHI,0.22,0.133,136,0.9932,9.1,Cl1
a1746,WHI,0.34,0.053,238,0.9977,8.6,Cl1
a1747,WHI,0.22,0.05,87,0.994,9.9,Cl1
a1748,WHI,0.3,0.042,169,0.9982,9.3,Cl2
a1749,WHI,0.27,0.044,102,0.9929,10.9,Cl1
a1750,WHI,0.17,0.056,135,0.9924,10.2,Cl2
a1751,WHI,0.18,0.045,174,0.9966,9.7,Cl2
a1752,WHI,0.16,0.046,153,0.9921,11.4,Cl2
a1753,WHI,0.255,0.045,197,0.9967,9.5,Cl2
a1754,WHI,0.23,0.049,141,0.9934,10.2,Cl2
a1755,WHI,0.16,0.042,93,0.9914,11.1,Cl2
a1756,WHI,0.25,0.039,142,0.99705,9.7,Cl2
a1757,WHI,0.27,0.053,202,0.9961,9.3,Cl1
a1758,WHI,0.29,0.056,215,0.9967,8.8,Cl1
a1759,WHI,0.21,0.038,53,0.9926,10.6,Cl1
a1760,WHI,0.62,0.046,224,0.99605,9.3,Cl1
a1761,WHI,0.28,0.042,181,0.99435,10.2,Cl2
a1762,WHI,0.3,0.044,124,0.9948,10.2,Cl2
a1763,WHI,0.17,0.037,98,0.9916,11,Cl2
a1764,WHI,0.21,0.037,112,0.997,9.6,Cl2
a1765,WHI,0.27,0.053,202,0.9961,9.3,Cl1
a1766,WHI,0.29,0.056,215,0.9967,8.8,Cl1
a1767,WHI,0.32,0.054,209,0.9961,8.8,Cl1
a1768,WHI,0.32,0.051,179,0.9955,8.9,Cl1
a1769,WHI,0.37,0.048,144,0.9922,10,Cl1
a1770,WHI,0.43,0.046,102,0.9918,12.2,Cl2
a1771,WHI,0.39,0.059,181,0.9955,10.9,Cl2
a1772,WHI,0.18,0.041,141,0.9941,9.5,Cl2
a1773,WHI,0.4,0.059,178,0.9955,10.9,Cl2
a1774,WHI,0.39,0.059,181,0.9955,10.9,Cl2
a1775,WHI,0.19,0.054,99,0.9924,10.8,Cl2
a1776,WHI,0.49,0.03,135,0.9973,12,Cl2
a1777,WHI,0.25,0.069,163,0.999,9.8,Cl1
a1778,WHI,0.18,0.041,141,0.9941,9.5,Cl2
a1779,WHI,0.15,0.034,150,0.9922,11,Cl3
a1780,WHI,0.15,0.034,150,0.9922,11,Cl3
a1781,WHI,0.17,0.052,150,0.9953,9.8,Cl1
a1782,WHI,0.32,0.051,200,0.9945,10.5,Cl1
a1783,WHI,0.21,0.034,142,0.9945,11.4,Cl2
a1784,WHI,0.45,0.067,100,0.9957,10.1,Cl2
a1785,WHI,0.24,0.038,127,0.9932,11.6,Cl2
a1786,WHI,0.21,0.034,142,0.9945,11.4,Cl2
a1787,WHI,0.33,0.04,115,0.9913,11.8,Cl2
a1788,WHI,0.26,0.033,158,0.9909,12.1,Cl2
a1789,WHI,0.36,0.035,122,0.9939,12,Cl1
a1790,WHI,0.2,0.026,189,0.991,12.1,Cl2
a1791,WHI,0.16,0.042,176,0.9954,9.1,Cl1
a1792,WHI,0.33,0.054,117,0.9943,9.3,Cl1
a1793,WHI,0.22,0.056,153,0.993,10.4,Cl2
a1794,WHI,0.35,0.062,187,1.0002,9.1,Cl1
a1795,WHI,0.37,0.064,120,0.9946,9.4,Cl1
a1796,WHI,0.37,0.061,149,0.9953,9.6,Cl2
a1797,WHI,0.37,0.037,126,0.9918,12,Cl1
a1798,WHI,0.25,0.039,128,0.9936,11.3,Cl3
a1799,WHI,0.23,0.073,173,0.9984,8.7,Cl2
a1800,WHI,0.26,0.04,162,0.9956,9.9,Cl2
a1801,WHI,0.3,0.049,191,0.9966,9.3,Cl2
a1802,WHI,0.16,0.042,67,0.9942,9.5,Cl1
a1803,WHI,0.23,0.073,173,0.9984,8.7,Cl2
a1804,WHI,0.26,0.04,162,0.9956,9.9,Cl2
a1805,WHI,0.3,0.049,191,0.9966,9.3,Cl2
a1806,WHI,0.33,0.065,119,0.9974,9.4,Cl1
a1807,WHI,0.38,0.046,116,0.9944,9.4,Cl1
a1808,WHI,0.2,0.053,184,1.0008,8.8,Cl2
a1809,WHI,0.33,0.065,119,0.9974,9.4,Cl1
a1810,WHI,0.2,0.053,184,1.0008,8.8,Cl2
a1811,WHI,0.36,0.049,184,0.9928,9.9,Cl2
a1812,WHI,0.38,0.046,116,0.9944,9.4,Cl1
a1813,WHI,0.46,0.042,72,0.9908,12.6,Cl2
a1814,WHI,0.15,0.038,110,0.9917,11.1,Cl2
a1815,WHI,0.42,0.03,100,0.9911,12.8,Cl2
a1816,WHI,0.3,0.038,164,0.9912,12,Cl2
a1817,WHI,0.27,0.029,131,0.9953,12,Cl2
a1818,WHI,0.5,0.034,114,0.9932,9.2,Cl1
a1819,WHI,0.26,0.032,96,0.9896,12.3,Cl2
a1820,WHI,0.33,0.032,131,0.9889,13,Cl2
a1821,WHI,0.3,0.038,164,0.9912,12,Cl2
a1822,WHI,0.29,0.035,110,0.9926,10.9,Cl1
a1823,WHI,0.42,0.03,100,0.9911,12.8,Cl2
a1824,WHI,0.19,0.054,231,0.9964,10,Cl2
a1825,WHI,0.32,0.033,165,0.9974,9,Cl1
a1826,WHI,0.32,0.034,84,0.9944,10.4,Cl1
a1827,WHI,0.32,0.033,165,0.9974,9,Cl1
a1828,WHI,0.19,0.054,231,0.9964,10,Cl2
a1829,WHI,0.17,0.051,240,0.9963,10,Cl2
a1830,WHI,0.44,0.031,167,0.9948,11.3,Cl2
a1831,WHI,0.44,0.031,167,0.9948,11.3,Cl2
a1832,WHI,0.49,0.03,153,0.9953,12,Cl2
a1833,WHI,0.44,0.031,167,0.9948,11.3,Cl2
a1834,WHI,0.49,0.03,153,0.9953,12,Cl2
a1835,WHI,0.21,0.044,160,0.9949,10.6,Cl2
a1836,WHI,0.55,0.211,213,0.9988,9.3,Cl1
a1837,WHI,0.19,0.123,104,0.9954,9.4,Cl2
a1838,WHI,0.24,0.037,102,0.992,11,Cl2
a1839,WHI,0.34,0.052,247,0.9984,9.3,Cl2
a1840,WHI,0.19,0.123,104,0.9954,9.4,Cl2
a1841,WHI,0.18,0.054,164,0.9926,10.5,Cl1
a1842,WHI,0.24,0.037,102,0.992,11,Cl2
a1843,WHI,0.18,0.039,249,0.9976,9.5,Cl2
a1844,WHI,0.28,0.059,139,0.9972,11.2,Cl2
a1845,WHI,0.34,0.029,94,0.991,12.3,Cl2
a1846,WHI,0.44,0.049,157,0.998,9,Cl1
a1847,WHI,0.26,0.041,180,0.9966,9,Cl1
a1848,WHI,0.44,0.049,157,0.998,9,Cl1
a1849,WHI,0.49,0.052,243,1.0007,9,Cl1
a1850,WHI,0.24,0.042,189,0.992,11.4,Cl2
a1851,WHI,0.25,0.046,181,0.9925,11,Cl2
a1852,WHI,0.34,0.029,94,0.991,12.3,Cl2
a1853,WHI,0.18,0.049,127,0.9934,10.4,Cl2
a1854,WHI,0.27,0.058,107,0.9955,10.3,Cl1
a1855,WHI,0.24,0.048,172,0.9944,10.5,Cl2
a1856,WHI,0.22,0.053,197,0.9981,9.8,Cl2
a1857,WHI,0.91,0.056,181,0.9968,10,Cl1
a1858,WHI,0.34,0.056,176,0.9946,9.7,Cl1
a1859,WHI,0.33,0.056,171,0.9946,9.7,Cl1
a1860,WHI,0.22,0.053,197,0.9981,9.8,Cl2
a1861,WHI,0.18,0.046,161,0.9946,10.5,Cl2
a1862,WHI,0.2,0.054,186,0.997,10,Cl2
a1863,WHI,0.13,0.054,104,0.9924,11.5,Cl2
a1864,WHI,0.28,0.049,202,0.9958,9.5,Cl1
a1865,WHI,0.25,0.042,122,0.994,10.5,Cl2
a1866,WHI,0.36,0.255,142,0.9958,10.2,Cl2
a1867,WHI,0.27,0.05,199,0.9984,9.8,Cl2
a1868,WHI,0.37,0.031,137,0.9948,11.6,Cl2
a1869,WHI,0.21,0.031,144,0.9932,11.8,Cl2
a1870,WHI,0.18,0.035,140,0.9952,10.1,Cl2
a1871,WHI,0.19,0.049,163,0.9924,10.3,Cl2
a1872,WHI,0.21,0.048,168,0.9945,10.4,Cl2
a1873,WHI,0.33,0.047,166,0.9976,8.9,Cl1
a1874,WHI,0.33,0.047,166,0.9976,8.9,Cl1
a1875,WHI,0.29,0.034,154,0.9938,10.8,Cl1
a1876,WHI,0.31,0.058,165,0.9997,9.2,Cl1
a1877,WHI,0.19,0.053,140,0.994,9.6,Cl2
a1878,WHI,0.2,0.032,78,0.9921,10.4,Cl2
a1879,WHI,0.25,0.043,248,0.9986,8.7,Cl2
a1880,WHI,0.2,0.043,103,0.9987,9.2,Cl2
a1881,WHI,0.3,0.045,213,0.9991,9.2,Cl1
a1882,WHI,0.2,0.043,103,0.9987,9.2,Cl2
a1883,WHI,0.3,0.045,213,0.9991,9.2,Cl1
a1884,WHI,0.3,0.045,213,0.9991,9.2,Cl1
a1885,WHI,0.22,0.029,124,0.9948,10.2,Cl1
a1886,WHI,0.2,0.043,103,0.9987,9.2,Cl2
a1887,WHI,0.53,0.036,107,0.993,9,Cl1
a1888,WHI,0.24,0.05,178,0.9988,9.7,Cl1
a1889,WHI,0.24,0.049,185,1,9.6,Cl1
a1890,WHI,0.15,0.036,112,0.9932,10,Cl1
a1891,WHI,0.3,0.045,213,0.9991,9.2,Cl1
a1892,WHI,0.33,0.045,197,0.9989,9.1,Cl1
a1893,WHI,0.24,0.046,142,1,8.7,Cl1
a1894,WHI,0.24,0.046,142,1,8.7,Cl1
a1895,WHI,0.35,0.056,161,0.9952,9.5,Cl1
a1896,WHI,0.26,0.039,212,0.9969,9.5,Cl2
a1897,WHI,0.29,0.037,166,0.9966,8.9,Cl2
a1898,WHI,0.29,0.037,166,0.9966,8.9,Cl2
a1899,WHI,0.31,0.053,89,0.9976,9.9,Cl2
a1900,WHI,0.44,0.03,104,0.99,12.6,Cl2
a1901,WHI,0.23,0.033,166,0.9988,9.7,Cl2
a1902,WHI,0.21,0.039,118,0.9942,10.4,Cl1
a1903,WHI,0.23,0.04,183,0.9984,9.1,Cl2
a1904,WHI,0.34,0.04,106,0.9932,10.4,Cl1
a1905,WHI,0.26,0.039,212,0.9969,9.5,Cl2
a1906,WHI,0.29,0.037,166,0.9966,8.9,Cl2
a1907,WHI,0.28,0.037,120,0.9933,10.6,Cl1
a1908,WHI,0.37,0.029,158,0.9916,12,Cl2
a1909,WHI,0.36,0.038,98,0.9914,12.5,Cl2
a1910,WHI,0.13,0.062,126,0.9966,9.6,Cl1
a1911,WHI,0.25,0.045,180,0.9958,9.2,Cl1
a1912,WHI,0.18,0.041,71,0.9926,9.9,Cl2
a1913,WHI,0.3,0.036,112,0.9939,11.7,Cl2
a1914,WHI,0.23,0.049,153,0.9953,9.6,Cl2
a1915,WHI,0.43,0.033,135,0.9906,12,Cl2
a1916,WHI,0.36,0.038,98,0.9914,12.5,Cl2
a1917,WHI,0.25,0.045,180,0.9958,9.2,Cl1
a1918,WHI,0.18,0.041,71,0.9926,9.9,Cl2
a1919,WHI,0.35,0.044,177,0.9991,8.9,Cl2
a1920,WHI,0.22,0.049,189,0.9994,9,Cl2
a1921,WHI,0.26,0.052,158,0.9976,10.2,Cl2
a1922,WHI,0.13,0.062,126,0.9966,9.6,Cl1
a1923,WHI,0.12,0.055,127,0.9953,9.4,Cl1
a1924,WHI,0.37,0.028,59,0.9923,10.4,Cl1
a1925,WHI,0.26,0.032,106,0.993,10.4,Cl1
a1926,WHI,0.2,0.204,97,0.9931,10,Cl2
a1927,WHI,0.22,0.208,96,0.9932,10,Cl2
a1928,WHI,0.25,0.052,169,0.9926,10.5,Cl1
a1929,WHI,0.27,0.047,193,0.9938,11.4,Cl2
a1930,WHI,0.34,0.036,172,0.9966,10.2,Cl1
a1931,WHI,0.27,0.043,228,0.9974,10.4,Cl2
a1932,WHI,0.49,0.047,307.5,0.9924,11,Cl1
a1933,WHI,0.71,0.042,93,0.9948,10.1,Cl2
a1934,WHI,0.47,0.083,182,0.9964,9.2,Cl1
a1935,WHI,0.28,0.04,87,0.9924,10.3,Cl2
a1936,WHI,0.34,0.036,172,0.9966,10.2,Cl1
a1937,WHI,0.27,0.043,228,0.9974,10.4,Cl2
a1938,WHI,0.13,0.08,172,0.9938,11.1,Cl2
a1939,WHI,0.16,0.031,84,0.9928,9.9,Cl1
a1940,WHI,0.31,0.052,143,0.9959,9,Cl1
a1941,WHI,0.36,0.052,256,1.0001,8.6,Cl1
a1942,WHI,0.31,0.052,143,0.9959,9,Cl1
a1943,WHI,0.36,0.052,256,1.0001,8.6,Cl1
a1944,WHI,0.25,0.041,195,0.9968,9.5,Cl1
a1945,WHI,0.45,0.051,197,0.9932,9,Cl1
a1946,WHI,0.26,0.049,152,0.9954,10,Cl2
a1947,WHI,0.22,0.066,158,0.9992,9,Cl2
a1948,WHI,0.45,0.051,197,0.9932,9,Cl1
a1949,WHI,0.19,0.046,135,0.9939,10.2,Cl2
a1950,WHI,0.31,0.054,160,0.9952,9.6,Cl1
a1951,WHI,0.25,0.036,219,0.9996,9.7,Cl1
a1952,WHI,1.005,0.046,185,0.9966,10.2,Cl1
a1953,WHI,0.31,0.028,142,0.9925,13,Cl2
a1954,WHI,0.24,0.044,172,0.996,10.8,Cl2
a1955,WHI,0.25,0.036,219,0.9996,9.7,Cl1
a1956,WHI,0.29,0.063,169,0.9973,9,Cl1
a1957,WHI,0.15,0.027,63,0.9937,9.9,Cl1
a1958,WHI,0.12,0.058,89,0.9966,9.2,Cl2
a1959,WHI,0.32,0.056,238,1.0017,8.7,Cl2
a1960,WHI,0.17,0.024,91,0.993,10.1,Cl1
a1961,WHI,0.17,0.024,91,0.993,10.1,Cl1
a1962,WHI,0.21,0.039,123,0.9959,9.5,Cl1
a1963,WHI,0.21,0.041,99,0.9958,9.9,Cl1
a1964,WHI,0.32,0.056,238,1.0017,8.7,Cl2
a1965,WHI,0.31,0.046,173,0.9958,9,Cl1
a1966,WHI,0.27,0.076,163,0.9979,8.6,Cl2
a1967,WHI,0.21,0.047,114,0.9941,10.5,Cl2
a1968,WHI,0.23,0.044,186,0.997,9.5,Cl2
a1969,WHI,0.2,0.047,142,0.9934,10.1,Cl2
a1970,WHI,0.41,0.03,164,0.9927,11.7,Cl2
a1971,WHI,0.49,0.036,116,0.9944,10.7,Cl2
a1972,WHI,0.41,0.03,164,0.9927,11.7,Cl2
a1973,WHI,0.2,0.086,133,0.9963,9.2,Cl1
a1974,WHI,0.26,0.084,139,1.0011,8.8,Cl1
a1975,WHI,0.26,0.084,139,1.0011,8.8,Cl1
a1976,WHI,0.27,0.048,197,0.9959,9.5,Cl2
a1977,WHI,0.28,0.057,208,0.9973,10.2,Cl1
a1978,WHI,0.2,0.048,143,0.9966,9.1,Cl2
a1979,WHI,0.33,0.044,103,0.9932,10.5,Cl2
a1980,WHI,0.38,0.042,184,0.9984,9,Cl2
a1981,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1982,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1983,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1984,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1985,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1986,WHI,0.19,0.049,181,1.0006,9.1,Cl2
a1987,WHI,0.16,0.047,151,0.9937,10.1,Cl2
a1988,WHI,0.22,0.043,176,0.9954,10,Cl1
a1989,WHI,0.22,0.043,201,0.997,9.5,Cl2
a1990,WHI,0.33,0.034,102,0.9912,12.3,Cl2
a1991,WHI,0.43,0.054,110,0.9939,9.1,Cl1
a1992,WHI,0.2,0.056,212.5,0.999,8.9,Cl3
a1993,WHI,0.12,0.057,103,0.9957,9.6,Cl1
a1994,WHI,0.3,0.053,180,0.9926,11.6,Cl2
a1995,WHI,0.28,0.043,168,0.9994,8.8,Cl2
a1996,WHI,0.2,0.055,170,1.0004,8.9,Cl2
a1997,WHI,0.28,0.043,168,0.9994,8.8,Cl2
a1998,WHI,0.2,0.055,170,1.0004,8.9,Cl2
a1999,WHI,0.2,0.055,170,1.0004,8.9,Cl2
a2000,WHI,0.18,0.055,197,1.0002,9,Cl2
a2001,WHI,0.31,0.04,145,0.9922,10,Cl1
a2002,WHI,0.31,0.038,147,0.9922,10,Cl1
a2003,WHI,0.17,0.047,154,0.9934,11.1,Cl2
a2004,WHI,0.3,0.053,180,0.9926,11.6,Cl2
a2005,WHI,0.26,0.043,178,0.9941,10.6,Cl2
a2006,WHI,0.28,0.043,168,0.9994,8.8,Cl2
a2007,WHI,0.2,0.055,170,1.0004,8.9,Cl2
a2008,WHI,0.18,0.038,84,0.9924,10.1,Cl2
a2009,WHI,0.15,0.043,159,0.9948,10,Cl1
a2010,WHI,0.4,0.034,98,0.9935,12.2,Cl2
a2011,WHI,0.25,0.035,95,0.9918,11,Cl2
a2012,WHI,0.15,0.043,159,0.9948,10,Cl1
a2013,WHI,0.18,0.064,160,0.9924,11.1,Cl1
a2014,WHI,0.32,0.046,133,0.9979,10.4,Cl2
a2015,WHI,0.55,0.026,71,0.993,11.8,Cl1
a2016,WHI,0.19,0.028,84,0.994,10.8,Cl2
a2017,WHI,0.41,0.023,110,0.991,12.5,Cl2
a2018,WHI,0.55,0.026,71,0.993,11.8,Cl1
a2019,WHI,0.2,0.049,136,0.9922,11.6,Cl2
a2020,WHI,0.32,0.046,133,0.9979,10.4,Cl2
a2021,WHI,0.26,0.05,163,0.9937,11.5,Cl2
a2022,WHI,0.21,0.051,142,0.9928,10.1,Cl2
a2023,WHI,0.34,0.04,215,0.9965,9.2,Cl2
a2024,WHI,0.21,0.051,142,0.9928,10.1,Cl2
a2025,WHI,0.43,0.168,190,0.9991,9.2,Cl1
a2026,WHI,0.3,0.16,149,0.9948,8.9,Cl1
a2027,WHI,0.26,0.179,60,0.9925,10.1,Cl1
a2028,WHI,0.32,0.046,180,0.9958,8.9,Cl1
a2029,WHI,0.21,0.037,150,0.9962,9.7,Cl2
a2030,WHI,0.34,0.04,215,0.9965,9.2,Cl2
a2031,WHI,0.42,0.034,145,0.9951,11,Cl2
a2032,WHI,0.29,0.042,160,0.9944,10.7,Cl1
a2033,WHI,0.25,0.024,101,0.9916,10.8,Cl2
a2034,WHI,0.23,0.049,183,0.9987,9.8,Cl1
a2035,WHI,0.35,0.038,124,0.9928,11,Cl1
a2036,WHI,0.2,0.018,72,0.9926,10.4,Cl1
a2037,WHI,0.27,0.046,155,0.9934,10.2,Cl2
a2038,WHI,0.29,0.042,160,0.9944,10.7,Cl1
a2039,WHI,0.14,0.029,104,0.9949,9,Cl1
a2040,WHI,0.24,0.042,71,0.9926,10.6,Cl1
a2041,WHI,0.3,0.032,212,0.997,9.5,Cl2
a2042,WHI,0.14,0.029,104,0.9949,9,Cl1
a2043,WHI,0.13,0.028,104,0.9948,9.2,Cl2
a2044,WHI,0.18,0.03,107,0.992,11,Cl2
a2045,WHI,0.385,0.034,115,0.9964,9.9,Cl2
a2046,WHI,0.24,0.042,71,0.9926,10.6,Cl1
a2047,WHI,0.33,0.046,126,0.9982,9.3,Cl1
a2048,WHI,0.34,0.052,156,0.9955,9.6,Cl1
a2049,WHI,0.33,0.05,155,0.9955,9.5,Cl1
a2050,WHI,0.28,0.031,172,0.9958,9.7,Cl2
a2051,WHI,0.23,0.034,123,0.9997,9.7,Cl1
a2052,WHI,0.21,0.042,146,1.0001,8.7,Cl1
a2053,WHI,0.21,0.042,146,1.0001,8.7,Cl1
a2054,WHI,0.485,0.026,101,0.9918,12.4,Cl1
a2055,WHI,0.485,0.026,101,0.9918,12.4,Cl1
a2056,WHI,0.29,0.029,155,0.9931,10.6,Cl2
a2057,WHI,0.21,0.042,146,1.0001,8.7,Cl1
a2058,WHI,0.31,0.031,151,0.9926,12,Cl2
a2059,WHI,0.29,0.044,227,0.9966,9,Cl1
a2060,WHI,0.46,0.04,169,0.9932,8.8,Cl1
a2061,WHI,0.28,0.04,223,0.9969,9.5,Cl1
a2062,WHI,0.23,0.036,96,0.9925,10.8,Cl2
a2063,WHI,0.17,0.047,132,0.9914,11.4,Cl1
a2064,WHI,0.18,0.049,123,0.996,10.3,Cl1
a2065,WHI,0.22,0.042,180,0.9952,9.5,Cl2
a2066,WHI,0.27,0.05,127,0.9934,9.9,Cl1
a2067,WHI,0.28,0.051,142,0.9939,10.2,Cl1
a2068,WHI,0.29,0.051,146,0.9939,10.2,Cl1
a2069,WHI,0.32,0.029,104,0.9906,11,Cl2
a2070,WHI,0.33,0.03,126,0.9901,12.1,Cl2
a2071,WHI,0.34,0.057,173,0.9948,9.1,Cl2
a2072,WHI,0.19,0.04,140,0.995,9.5,Cl2
a2073,WHI,0.23,0.043,164,0.9953,9.5,Cl1
a2074,WHI,0.27,0.045,189,0.9953,9.8,Cl1
a2075,WHI,0.22,0.042,180,0.9952,9.5,Cl2
a2076,WHI,0.18,0.049,123,0.996,10.3,Cl1
a2077,WHI,0.36,0.039,124,0.9948,9.6,Cl1
a2078,WHI,0.22,0.055,198,0.9951,10.2,Cl2
a2079,WHI,0.17,0.042,119,0.9931,10.5,Cl2
a2080,WHI,0.45,0.044,117,0.9962,10.4,Cl1
a2081,WHI,0.36,0.039,124,0.9948,9.6,Cl1
a2082,WHI,0.42,0.046,95,0.9959,10.7,Cl1
a2083,WHI,0.33,0.036,119,0.9962,10.5,Cl2
a2084,WHI,0.3,0.029,111,0.9958,10.6,Cl1
a2085,WHI,0.17,0.053,150,0.9948,9.6,Cl2
a2086,WHI,0.17,0.053,150,0.9948,9.6,Cl2
a2087,WHI,0.17,0.05,101,0.994,9.5,Cl1
a2088,WHI,0.17,0.049,153,0.9942,9.4,Cl2
a2089,WHI,0.15,0.046,130,0.9942,9.8,Cl2
a2090,WHI,0.17,0.053,150,0.9948,9.6,Cl2
a2091,WHI,0.25,0.044,172,0.9964,9.2,Cl1
a2092,WHI,0.24,0.045,176,0.9958,9.5,Cl1
a2093,WHI,0.76,0.043,93,0.9932,9.2,Cl1
a2094,WHI,0.22,0.052,136,0.9986,9.4,Cl1
a2095,WHI,0.22,0.052,136,0.9986,9.4,Cl1
a2096,WHI,0.28,0.048,146,0.9988,9.3,Cl1
a2097,WHI,0.32,0.05,129,0.9953,9.1,Cl1
a2098,WHI,0.24,0.046,145,0.9983,9.5,Cl1
a2099,WHI,0.18,0.056,163,1,9.1,Cl2
a2100,WHI,0.16,0.043,153,0.9951,10.6,Cl1
a2101,WHI,0.24,0.046,145,0.9983,9.5,Cl1
a2102,WHI,0.28,0.042,85,0.9906,12.4,Cl2
a2103,WHI,0.34,0.047,237,0.9981,8.7,Cl1
a2104,WHI,0.27,0.056,128,0.9936,8.8,Cl1
a2105,WHI,0.16,0.043,153,0.9951,10.6,Cl1
a2106,WHI,0.32,0.05,129,0.9953,9.1,Cl1
a2107,WHI,0.24,0.057,234,1.0005,9,Cl1
a2108,WHI,0.24,0.048,141,0.9972,10.3,Cl2
a2109,WHI,0.18,0.056,163,1,9.1,Cl2
a2110,WHI,0.23,0.038,186,0.9969,9.5,Cl2
a2111,WHI,0.22,0.05,138,1.0001,8.8,Cl1
a2112,WHI,0.22,0.05,138,1.0001,8.8,Cl1
a2113,WHI,0.22,0.05,138,1.0001,8.8,Cl1
a2114,WHI,0.33,0.05,93,0.9934,9.9,Cl1
a2115,WHI,0.23,0.038,186,0.9969,9.5,Cl2
a2116,WHI,0.22,0.05,138,1.0001,8.8,Cl1
a2117,WHI,0.2,0.034,68,0.9902,11.7,Cl1
a2118,WHI,0.26,0.04,117,0.993,10.8,Cl1
a2119,WHI,0.2,0.041,126,0.9914,12,Cl2
a2120,WHI,0.16,0.033,122,0.9941,10.3,Cl1
a2121,WHI,0.25,0.076,154,0.9967,9,Cl1
a2122,WHI,0.39,0.035,109,0.9918,12.2,Cl2
a2123,WHI,0.26,0.051,173,0.998,9.9,Cl1
a2124,WHI,0.25,0.076,154,0.9967,9,Cl1
a2125,WHI,0.39,0.035,109,0.9918,12.2,Cl2
a2126,WHI,0.28,0.048,163,0.9957,10.1,Cl1
a2127,WHI,0.43,0.056,174,0.9986,9.3,Cl1
a2128,WHI,0.33,0.062,344,0.9958,9.5,Cl1
a2129,WHI,0.5,0.054,146,0.9948,9.2,Cl2
a2130,WHI,0.28,0.036,115,0.9918,11.7,Cl1
a2131,WHI,0.35,0.04,144,0.9923,11,Cl1
a2132,WHI,0.22,0.056,158,0.9998,9.6,Cl2
a2133,WHI,0.22,0.056,158,0.9998,9.6,Cl2
a2134,WHI,0.24,0.03,162,0.9914,11.9,Cl2
a2135,WHI,0.26,0.041,118,0.9939,10.8,Cl2
a2136,WHI,0.16,0.054,224,0.9966,10.1,Cl1
a2137,WHI,0.18,0.058,132,0.995,10.9,Cl2
a2138,WHI,0.16,0.054,224,0.9966,10.1,Cl1
a2139,WHI,0.24,0.06,102,0.994,10.4,Cl1
a2140,WHI,0.33,0.056,105,0.9972,9.2,Cl1
a2141,WHI,0.28,0.056,117,0.9998,9.6,Cl1
a2142,WHI,0.28,0.056,117,0.9998,9.6,Cl1
a2143,WHI,0.26,0.047,179,0.9982,9,Cl1
a2144,WHI,0.14,0.037,89,0.9924,11.5,Cl2
a2145,WHI,0.21,0.053,145,0.9972,10.2,Cl2
a2146,WHI,0.2,0.054,165,0.997,9.9,Cl2
a2147,WHI,0.115,0.056,105,0.9954,9.6,Cl2
a2148,WHI,0.29,0.04,142,0.9962,10.6,Cl1
a2149,WHI,0.33,0.056,105,0.9972,9.2,Cl1
a2150,WHI,0.24,0.038,99,0.9921,11.8,Cl2
a2151,WHI,0.24,0.035,102,0.9905,12.2,Cl2
a2152,WHI,0.28,0.056,117,0.9998,9.6,Cl1
a2153,WHI,0.22,0.052,76,0.993,10.6,Cl2
a2154,WHI,0.18,0.054,91,0.9941,10.3,Cl2
a2155,WHI,0.93,0.052,187,0.9994,10.2,Cl1
a2156,WHI,0.29,0.035,181,0.9962,10.7,Cl1
a2157,WHI,0.28,0.038,76,0.992,11.7,Cl1
a2158,WHI,0.25,0.031,92,0.9922,12,Cl2
a2159,WHI,0.18,0.048,105,0.994,10.6,Cl2
a2160,WHI,0.24,0.031,61,0.9897,12.2,Cl1
a2161,WHI,0.33,0.04,124,0.9954,11,Cl2
a2162,WHI,0.37,0.03,79,0.99,12.4,Cl2
a2163,WHI,0.49,0.087,115,0.9948,9.4,Cl2
a2164,WHI,0.25,0.031,92,0.9922,12,Cl2
a2165,WHI,0.22,0.028,130,0.998,11.6,Cl1
a2166,WHI,0.35,0.069,162,0.9944,9.4,Cl1
a2167,WHI,0.35,0.069,162,0.9944,9.4,Cl1
a2168,WHI,0.19,0.053,229,0.9986,9.1,Cl2
a2169,WHI,0.19,0.053,229,0.9986,9.1,Cl2
a2170,WHI,0.19,0.053,229,0.9986,9.1,Cl2
a2171,WHI,0.19,0.053,229,0.9986,9.1,Cl2
a2172,WHI,0.19,0.053,229,0.9986,9.1,Cl2
